,phrase,translation
2667,нёлантахтуӈкве,облизываться
2668,нёлантаӈкве,лизать
2669,молямтахтуӈкве,заторопиться
2670,молямтаӈкве,торопить кого-либо или  что-либо для какихлибо целей
2671,ёрувлахтуӈкве,разучиться делать  что-либо
2672,ёрувлаӈкве,забыть  что-либо
2673,тотыглахтуӈкве,носиться тудасюда
2674,тотыглаӈкве,носить или возить   ‘дать отдохнуть
2675,ӯсюӈкве,устать
2676,пйтахтуӈкве,кипеть
2677,от пйтуӈкве,варить  что-либо
2678,мēслахтуӈкве,надорваться
2679,от мēслаӈкве,надорвать какуюлибо часть тела
2680,лньсялтахтуӈкве,заплакать
2681,лньсюӈкве,плакать
2682,суйталтахтуӈкве,вдруг начать быть слышимым
2683,суйтуӈкве,быть слышимым
2684,суй,шум
2685,пусмалтахтуӈкве,лечиться
2686,пусмалтаӈкве,лечить
2687,пусмуӈкве,поправиться
2688,пус,целый
2689,луйгалтахтуӈкве,защебетать
2690,луйгалтаӈкве,"старательно, бесперебойно щебетать"
2691,луйгуӈкве,щебетать
2692,алалтахтуӈкве,вдруг начать драться
2693,алалтаӈкве,вдруг начать добывать  что-либо
2694,Мн отеколонл сартхатасув,Мы натёрлись одеколоном
2695,от сартуӈкве,мазать  что-либо чемл-ибо
2696,сылтахтуӈкве,греться
2697,исылтаӈкве,греть что-нибудь
2698,аниглахтасув,Мы долго и много целовались
2699,аниглаӈквe,целовать
2700,Мн халанувт потыртахтасув,Мы между собой договорились
2701,потыртахтуӈкве,прийти к общему согласию в результате беседы
2702,потыртаӈкве,говорить
2703,хнтыглахтуӈкве,повидаться
2704,хнтыглаӈкве,видеть
2705,тав схвхаты,"Не подходи близко к этой лошади, oна лягается"
2706,сӈхвуӈкве,пинать
2707,вӈкыртахтуӈкве,бодаться
2708,вӈкыртаӈкве,"зацепить  что-либо крюком, взять на рога"
2709,нсхатуӈкве,заниматься шитьём
2710,нтуӈкве,"шить, заниматься шитьем"
2711,тēтхатуӈкве,заказать  что-либо с кем-либо
2712,от тēтуӈкве,отправить  что-либо или кого-либо
2713,ёвтхатуӈкве,множество вещей купить
